################################################################################
# Collectl:   V4.1.0-1  HiRes: 1  Options: -D /etc/collectl.conf 
# Host:       dhcp4774  DaemonOpts: -P -f /var/www/html/des20/Data -r00:00,7 -m -F5  -oz
# Booted:     1500054806.04 [20170714-19:53:26]
# Distro:     CentOS Linux release 7.2.1511 (Core)   Platform: VirtualBox
# Date:       20170714-195359  Secs: 1500054839 TZ: +0200
# SubSys:     bcdfijmnst Options: z Interval: 10 NumCPUs: 1  NumBud: 2 Flags: i
# Filters:    NfsFilt:  EnvFilt:  TcpFilt: ituc
# HZ:         100  Arch: x86_64-linux-thread-multi PageSize: 4096
# Cpu:        GenuineIntel Speed(MHz): 2194.916 Cores: 1  Siblings: 1 Nodes: 1
# Kernel:     3.10.0-327.36.3.el7.x86_64  Memory: 1016848 kB  Swap: 1108988 kB
# NumDisks:   3 DiskNames: sda sdb sdc
# NumNets:    2 NetNames: enp0s8:1000 lo:??
# SCSI:       DA:0:00:00:00 DA:1:00:00:00 CD:3:00:00:00 DA:4:00:00:00
################################################################################
#Date Time [CPU]User% [CPU]Nice% [CPU]Sys% [CPU]Wait% [CPU]Irq% [CPU]Soft% [CPU]Steal% [CPU]Idle% [CPU]Totl% [CPU]Guest% [CPU]GuestN% [CPU]Intrpt/sec [CPU]Ctx/sec [CPU]Proc/sec [CPU]ProcQue [CPU]ProcRun [CPU]L-Avg1 [CPU]L-Avg5 [CPU]L-Avg15 [CPU]RunTot [CPU]BlkTot [MEM]Tot [MEM]Used [MEM]Free [MEM]Shared [MEM]Buf [MEM]Cached [MEM]Slab [MEM]Map [MEM]Anon [MEM]AnonH [MEM]Commit [MEM]Locked [MEM]SwapTot [MEM]SwapUsed [MEM]SwapFree [MEM]SwapIn [MEM]SwapOut [MEM]Dirty [MEM]Clean [MEM]Laundry [MEM]Inactive [MEM]PageIn [MEM]PageOut [MEM]PageFaults [MEM]PageMajFaults [MEM]HugeTotal [MEM]HugeFree [MEM]HugeRsvd [MEM]SUnreclaim [SOCK]Used [SOCK]Tcp [SOCK]Orph [SOCK]Tw [SOCK]Alloc [SOCK]Mem [SOCK]Udp [SOCK]Raw [SOCK]Frag [SOCK]FragMem [NET]RxPktTot [NET]TxPktTot [NET]RxKBTot [NET]TxKBTot [NET]RxCmpTot [NET]RxMltTot [NET]TxCmpTot [NET]RxErrsTot [NET]TxErrsTot [DSK]ReadTot [DSK]WriteTot [DSK]OpsTot [DSK]ReadKBTot [DSK]WriteKBTot [DSK]KbTot [DSK]ReadMrgTot [DSK]WriteMrgTot [DSK]MrgTot [INODE]NumDentry [INODE]openFiles [INODE]MaxFile% [INODE]used [NFS]ReadsS [NFS]WritesS [NFS]MetaS [NFS]CommitS [NFS]Udp [NFS]Tcp [NFS]TcpConn [NFS]BadAuth [NFS]BadClient [NFS]ReadsC [NFS]WritesC [NFS]MetaC [NFS]CommitC [NFS]Retrans [NFS]AuthRef [TCP]IpErr [TCP]TcpErr [TCP]UdpErr [TCP]IcmpErr [TCP]Loss [TCP]FTrans [BUD]1Page [BUD]2Pages [BUD]4Pages [BUD]8Pages [BUD]16Pages [BUD]32Pages [BUD]64Pages [BUD]128Pages [BUD]256Pages [BUD]512Pages [BUD]1024Pages
20170714 19:54:10 24 1 21 4 0 2 0 48 48 0 0 916 2332 203 278 1 2.27 0.53 0.18 1 1 1016848 532980 483868 63180 21524 218480 43888 83136 188196 2048 659508 5764 1108988 0 1108988 0 0 1284 0 0 132380 25267 148 33802 6 0 0 0 21224 294 14 0 4 35 3 0 0 0 0 48 45 11 16 0 0 0 0 0 107 20 127 25145 270 25415 1 0 1 28695 2688 3 19877 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 165 209 132 114 70 36 21 5 2 3 110
20170714 19:54:20 36 0 29 10 0 1 0 24 66 0 0 1039 2279 230 584 0 3.22 0.79 0.27 2 0 1016848 527272 489576 61596 25620 217716 48436 80564 171884 2048 626996 5764 1108988 0 1108988 0 0 424 0 0 131268 18295 326 50099 0 0 0 0 23872 287 14 0 7 31 0 0 0 0 0 2 3 1 0 0 0 0 0 0 66 52 118 18114 507 18622 0 0 0 30842 2464 2 22028 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 742 457 230 138 38 21 27 14 7 7 106
20170714 19:54:30 8 0 11 2 0 1 0 79 19 0 0 437 775 30 582 1 2.88 0.80 0.27 1 0 1016848 529864 486984 61596 23572 217720 48256 80572 177172 12288 620936 5764 1108988 0 1108988 0 0 224 0 0 129092 6191 125 11269 0 0 0 0 23716 291 14 0 8 35 0 0 0 0 0 9 7 2 1 0 0 0 0 0 15 18 33 6145 172 6316 0 1 1 30822 2464 2 22009 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 572 492 331 181 67 32 36 15 8 3 105
20170714 19:54:40 15 0 18 7 0 1 0 59 34 0 0 654 1198 108 584 2 2.59 0.81 0.28 2 0 1016848 535148 481700 61596 25620 217744 48324 80592 180108 14336 641532 5764 1108988 0 1108988 0 0 164 0 0 130108 12310 38 33811 0 0 0 0 23784 291 14 0 13 35 0 0 0 0 0 9 7 2 1 0 0 0 0 0 30 7 37 12287 62 12348 0 0 0 30854 2496 3 22041 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 489 334 286 148 57 34 36 16 8 2 105
20170714 19:54:50 14 0 16 3 0 1 0 65 31 0 0 592 1208 107 583 3 3.16 0.99 0.35 3 0 1016848 535420 481428 61596 25620 217784 48344 80584 180252 16384 644632 5764 1108988 0 1108988 0 0 40 0 0 130132 6172 45 33737 0 0 0 0 23804 290 14 0 17 34 0 0 0 0 0 8 6 2 1 0 0 0 0 0 15 6 22 6148 68 6217 0 0 0 30834 2464 2 22018 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 727 453 293 142 54 33 37 16 8 3 104
20170714 19:55:00 11 0 12 3 0 1 0 74 23 0 0 456 782 40 589 2 2.83 0.99 0.35 2 0 1016848 535024 481824 61596 23572 217784 48320 80584 181372 16384 645368 5764 1108988 0 1108988 0 0 52 0 0 129024 6190 60 14693 0 0 0 0 23780 288 14 0 17 32 2 0 0 0 0 3 2 0 0 0 0 0 0 0 15 10 25 6144 106 6250 0 0 0 30892 2496 3 22075 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 544 528 316 137 59 33 37 16 8 3 104
20170714 19:55:10 15 0 17 7 0 1 0 60 33 0 0 615 1000 64 583 2 3.27 1.14 0.41 2 0 1016848 536320 480528 61596 25620 217788 48368 80592 181148 16384 622984 5764 1108988 0 1108988 0 0 52 0 0 130036 12311 30 21517 0 0 0 0 23828 288 14 0 21 32 0 0 0 0 0 10 8 2 1 0 0 0 0 0 30 6 36 12288 53 12341 0 0 0 30824 2464 2 22006 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 615 415 302 145 54 30 37 16 8 3 104
20170714 19:55:20 12 0 14 3 0 0 0 70 27 0 0 534 1030 86 582 2 2.92 1.14 0.41 1 0 1016848 533980 482868 61596 23572 217800 48320 80592 180852 16384 621980 5764 1108988 0 1108988 0 0 44 0 0 129012 6190 54 26906 0 0 0 0 23780 287 14 0 22 31 0 0 0 0 0 7 6 1 1 0 0 0 0 0 15 10 24 6144 100 6244 0 0 0 30830 2464 2 22012 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 813 535 330 140 55 30 38 16 8 3 104
20170714 19:55:30 12 0 18 3 0 1 0 65 32 0 0 644 1303 128 591 6 2.63 1.13 0.42 5 0 1016848 546332 470516 61596 25620 217908 48472 80668 189468 16384 641140 5764 1108988 0 1108988 0 0 32 0 0 130136 12314 41 38796 0 0 0 0 23932 287 14 0 21 31 0 0 0 0 0 10 8 2 2 0 0 0 0 0 31 7 38 12291 64 12355 0 0 0 30882 2560 3 22062 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 67 103 129 47 29 37 15 8 3 104
20170714 19:55:40 12 0 14 4 0 1 0 70 27 0 0 534 912 54 585 4 2.62 1.18 0.44 3 0 1016848 546280 470568 61624 25620 218036 48428 80932 190292 16384 633304 5764 1108988 0 1108988 0 0 64 0 0 130152 6179 29 18855 0 0 0 0 23860 287 14 0 22 31 0 0 0 0 0 11 9 2 2 0 0 0 0 0 16 5 22 6155 52 6207 0 0 0 30908 2560 3 22071 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 137 69 34 134 44 32 38 15 8 3 104
